 ElementName  ElementType      L          s         K1         K2       Angle  
                               m          m        1/m2       1/m3       rad   
-------------------------------------------------------------------------------
 DFT2         DRIF          0.051    134.937     0         0          0        
 FL2G1C05A    FTRIM         0.044    134.981     0         0          0        
 DL0AG1A      DRIF          0.31232  135.293     0         0          0        
 GEG1C05A     MARK          0        135.293     0         0          0        
 GSG2C05A     MARK          0        135.293     0         0          0        
 SL1G2C05A    SEXT          0.2      135.493     0         -13.2716   0        
 DL1AG2A      DRIF          0.09     135.583     0         0          0        
 PL1G2C05A    BPM           0        135.583     0         0          0        
 DBPM07       DRIF          0.076    135.659     0         0          0        
 QL1G2C05A    QUAD          0.268    135.927     -1.61785  0          0        
 DL2AG2A      DRIF          0.13475  136.062     0         0          0        
 CL1G2C05A    TRIMD         0.2      136.262     0         0          0        
 DL2BG2A      DRIF          0.13125  136.393     0         0          0        
 SL2G2C05A    SEXT          0.2      136.593     0         35.6779    0        
 DL2CG2A      DRIF          0.244    136.837     0         0          0        
 QL2G2C05A    QUAD          0.46     137.297     1.76477   0          0        
 DL3AG2A      DRIF          0.2021   137.499     0         0          0        
 CL2G2C05A    TRIMD         0.2      137.699     0         0          0        
 DL3BG2A      DRIF          0.1575   137.857     0         0          0        
 SL3G2C05A    SEXT          0.2      138.057     0         -29.4609   0        
 DL3CG2A      DRIF          0.09008  138.147     0         0          0        
 PL2G2C05A    BPM           0        138.147     0         0          0        
 DBPM08       DRIF          0.07592  138.223     0         0          0        
 QL3G2C05A    QUAD          0.268    138.491     -1.51868  0          0        
 DL4AG2A      DRIF          0.5727   139.063     0         0          0        
 GEG2C05A     MARK          0        139.063     0         0          0        
 DL4BG3A      DRIF          0.0183   139.082     0         0          0        
 GSG3C05A     MARK          0        139.082     0         0          0        
 B1G3C05A     DIPOLE        2.62     141.702     0         0          0.10472  
 GEG3C05A     MARK          0        141.702     0         0          0        
 GSG4C05A     MARK          0        141.702     0         0          0        
 DM1AG4A      DRIF          0.501    142.203     0         0          0        
 SQMG4C05A    SQ_TRIM       0.2      142.403     0         0          0        
 DM1BG4A      DRIF          0.2755   142.678     0         0          0        
 QM1G4C05A    QUAD          0.247    142.925     -0.812235  0          0        
 DM2A2G4A     DRIF          0.2015   143.127     0         0          0        
 SM1G4C05A    SEXT          0.2      143.327     0         -23.6806   0        
 DFT1         DRIF          0.2332   143.56      0         0          0        
 FM1G4C05A    FTRIM         0.044    143.604     0         0          0        
 DM2B2G4A     DRIF          0.2924   143.896     0         0          0        
 PM1G4C05A    BPM           0        143.896     0         0          0        
 DBPM09       DRIF          0.0844   143.981     0         0          0        
 QM2G4C05A    QUAD          0.282    144.263     1.22615   0          0        
 DM2CG4A      DRIF          0.184    144.447     0         0          0        
 SM2G4C05B    SEXT          0.25     144.697     0         28.6432    0        
 DM2CG4B      DRIF          0.184    144.881     0         0          0        
 QM2G4C05B    QUAD          0.282    145.163     1.22615   0          0        
 DM2B2G4B     DRIF          0.504    145.667     0         0          0        
 SM1G4C05B    SEXT          0.2      145.867     0         -25.946    0        
 DM2A2G4B     DRIF          0.26226  146.129     0         0          0        
 PM1G4C05B    BPM           0        146.129     0         0          0        
 DBPM10       DRIF          0.08924  146.218     0         0          0        
 QM1G4C05B    QUAD          0.247    146.465     -0.812235  0          0        
 DM1EG4B      DRIF          0.1105   146.576     0         0          0        
 CM1G4C05B    TRIMD         0.3      146.876     0         0          0        
 GEG4C05B     MARK          0        146.876     0         0          0        
 GSG5C05B     MARK          0        146.876     0         0          0        
 DM1DG5B2     DRIF          0.1      146.976     0         0          0        
 DPWG5B       DRIF          0.2      147.176     0         0          0        
 DM1CG5B2     DRIF          0.266    147.442     0         0          0        
 B1G5C05B     DIPOLE        2.62     150.062     0         0          0.10472  
 GEG5C05B     MARK          0        150.062     0         0          0        
 DH4CG6B      DRIF          0.21634  150.278     0         0          0        
 GSG6C05B     MARK          0        150.278     0         0          0        
 CH2G6C05B    TRIMD         0.3      150.578     0         0          0        
 DH4BG6B      DRIF          0.06366  150.642     0         0          0        
 SH4G6C05B    SEXT          0.2      150.842     0         -15.8209   0        
 DH4AG6B      DRIF          0.0896   150.931     0         0          0        
 PH2G6C05B    BPM           0        150.931     0         0          0        
 DBPM11       DRIF          0.0764   151.008     0         0          0        
 QH3G6C05B    QUAD          0.268    151.276     -1.75355  0          0        
 DH3BG6B      DRIF          0.186    151.462     0         0          0        
 SH3G6C05B    SEXT          0.2      151.662     0         -5.85511   0        
 DH3AG6B      DRIF          0.184    151.846     0         0          0        
 QH2G6C05B    QUAD          0.46     152.306     1.43673   0          0        
 DH2BG6B      DRIF          0.4785   152.784     0         0          0        
 CH1G6C05B    TRIMD         0.2      152.984     0         0          0        
 DH2AG6B      DRIF          0.1235   153.108     0         0          0        
 QH1G6C05B    QUAD          0.268    153.376     -0.641957  0          0        
 DH1AG6B      DRIF          0.08059  153.456     0         0          0        
 PH1G6C05B    BPM           0        153.456     0         0          0        
 DBPM12       DRIF          0.08541  153.542     0         0          0        
 SH1G6C05B    SEXT          0.2      153.742     0         19.8329    0        
 GEG6C05B     MARK          0        153.742     0         0          0        
 GSG1C06A     MARK          0        153.742     0         0          0        
 DH2G1A       DRIF          0.4409   154.182     0         0          0        
 FH1G1C06A    FTRIM         0.044    154.226     0         0          0        
 DH01G1A      DRIF          4.1651   158.392     0         0          0        
 DH02G1A      DRIF          4.29379  162.685     0         0          0        
 FH2G1C06A    FTRIM         0.044    162.729     0         0          0        
 DH1G1A       DRIF          0.31221  163.042     0         0          0        
 GEG1C06A     MARK          0        163.042     0         0          0        
 GSG2C06A     MARK          0        163.042     0         0          0        
 SH1G2C06A    SEXT          0.2      163.242     0         19.8329    0        
 DH1AG2A      DRIF          0.085    163.327     0         0          0        
 PH1G2C06A    BPM           0        163.327     0         0          0        
 DBPM01       DRIF          0.081    163.408     0         0          0        
 QH1G2C06A    QUAD          0.268    163.676     -0.641957  0          0        
 DH2AG2A      DRIF          0.1485   163.824     0         0          0        
 SQHG2C06A    SQ_TRIM       0.2      164.024     0         0          0        
 DH2BG2A      DRIF          0.4535   164.478     0         0          0        
 QH2G2C06A    QUAD          0.46     164.938     1.43673   0          0        
 DH3AG2A      DRIF          0.184    165.122     0         0          0        
 SH3G2C06A    SEXT          0.2      165.322     0         -5.85511   0        
 DH3BG2A      DRIF          0.186    165.508     0         0          0        
 QH3G2C06A    QUAD          0.268    165.776     -1.75355  0          0        
 DH4AG2A      DRIF          0.07602  165.852     0         0          0        
